,תאריך הדיווח,30/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,נייר חדרה אגח 3- נייר חדרה לשעבר מפעלי נייר,6320071,TASE,אחר,632,"עץ, נייר ודפוס",A+,מעלות,17/07/08,0.75,שקל חדש,4.65,1.96,"844,915.22",118.80,"1,003.76",2.03,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן אגח א- סלע קפיטל נדל""ן בע""מ",1128586,TASE,אחר,1514,"נדל""ן ובינוי",A1,מידרוג,28/10/13,3.31,שקל חדש,2.75,1.17,"4,456,376.67",105.69,"4,709.94",2.10,0.32,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן אגח ב- סלע קפיטל נדל""ן בע""מ",1132927,TASE,אחר,1514,"נדל""ן ובינוי",A1,מידרוג,16/07/14,5.11,שקל חדש,2.74,1.51,"18,882,009.87",105.40,"19,901.64",3.79,1.36,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלע נדלן ג- סלע קפיטל נדל""ן בע""מ",1138973,TASE,אחר,1514,"נדל""ן ובינוי",A1,מידרוג,21/08/16,7.04,שקל חדש,1.96,2.05,"11,326,809.00",99.86,"11,310.95",4.58,0.77,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ד- סלקום ישראל בע""מ",1107333,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,05/02/08,0.25,שקל חדש,5.19,0.01,"2,309,096.00",121.76,"2,811.56",0.77,0.19,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ו- סלקום ישראל בע""מ",1125996,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,21/03/12,1.71,שקל חדש,4.35,0.01,"16,992,229.50",109.32,"18,575.91",2.64,1.27,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח ח- סלקום ישראל בע""מ",1132828,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,10/07/14,4.31,שקל חדש,1.98,0.01,"4,682,341.68",102.01,"4,776.46",0.49,0.33,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סלקום אגח י- סלקום ישראל בע""מ",1139245,TASE,אחר,2066,תקשורת ומדיה,A+,מעלות,27/09/16,6.40,שקל חדש,2.45,1.90,"744,945.00",103.69,772.43,0.72,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פרטנר אגח ג- חברת פרטנר תקשורת בע""מ",1118827,TASE,אחר,2095,תקשורת ומדיה,A+,מעלות,24/08/11,1.22,שקל חדש,3.35,0.69,"8,448,473.12",112.20,"9,479.19",2.15,0.65,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבוע נדלן אגח ג- רבוע כחול נדל""ן בע""מ",1115724,TASE,אחר,1349,"נדל""ן ובינוי",A+,מעלות,29/06/15,1.05,שקל חדש,4.20,1.10,"246,465.20",112.46,277.17,0.15,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבוע נדלן אגח ד- רבוע כחול נדל""ן בע""מ",1119999,TASE,אחר,1349,"נדל""ן ובינוי",A1,מידרוג,29/06/15,1.70,שקל חדש,4.50,0.01,"677,683.00",114.20,773.91,0.10,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רבוע נדלן אגח ה- רבוע כחול נדל""ן בע""מ",1130467,TASE,אחר,1349,"נדל""ן ובינוי",A1,מידרוג,20/09/16,4.42,שקל חדש,3.30,0.02,"4,818,669.00",107.16,"5,163.69",0.74,0.35,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שופרסל אגח ו- שופר-סל בע""מ",7770217,TASE,אחר,777,מסחר,A+,מעלות,06/09/15,6.54,שקל חדש,4.30,2.16,"1,191,063.00",115.03,"1,370.08",0.13,0.09,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שופרסל.ק2 הפך לסחיר מ-7770134- שופר-סל בע""מ",7770142,TASE,אחר,777,מסחר,A+,מעלות,23/01/08,1.48,שקל חדש,5.20,0.88,"404,842.69",130.20,527.11,0.43,0.04,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אגח גירון ג- גירון פיתוח ובניה בע""מ",1125681,TASE,אחר,1130,"נדל""ן ובינוי",A2,מידרוג,12/02/12,1.71,שקל חדש,4.45,1.40,"1,566,601.66",108.05,"1,692.71",1.57,0.12,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"איי די איי ב שה- איי.די.איי. הנפקות (2010) בע""מ",1121581,TASE,אחר,1566,ביטוח,A2,מידרוג,30/11/10,1.60,שקל חדש,5.00,1.27,"1,038,415.00",112.91,"1,172.47",2.04,0.08,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"איי.די.איי הנ הת ג- איי.די.איי. הנפקות (2010) בע""מ",1127349,TASE,אחר,1566,ביטוח,A2,מידרוג,11/12/12,3.44,שקל חדש,4.30,0.02,"1,344,000.00",110.14,"1,480.28",1.12,0.10,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אלרוב נדלן ד' 3- אלרוב נדל""ן ומלונאות בע""מ",IL0038701285,TASE,אחר,387,"נדל""ן ובינוי",A2,מידרוג,19/01/17,4.72,שקל חדש,2.40,2.14,"4,407,122.00",101.61,"4,478.08",1.81,0.31,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשטרום נכ אגח 7- אשטרום נכסים בע""מ",2510139,TASE,אחר,251,"נדל""ן ובינוי",A,מעלות,14/12/10,2.16,שקל חדש,4.25,1.30,"3,118,079.20",114.13,"3,558.66",1.35,0.24,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשטרום נכ אגח 8- אשטרום נכסים בע""מ",2510162,TASE,אחר,251,"נדל""ן ובינוי",A,מעלות,23/07/13,2.75,שקל חדש,4.60,1.48,"4,997,132.94",110.28,"5,510.84",1.06,0.38,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אשטרום נכסים אגח 10- אשטרום נכסים בע""מ",2510204,TASE,אחר,251,"נדל""ן ובינוי",A,מעלות,29/09/16,6.42,שקל חדש,3.06,2.60,"2,072,576.00",103.31,"2,141.18",1.68,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"גירון אגח ו- גירון פיתוח ובניה בע""מ",1139849,TASE,אחר,1130,"נדל""ן ובינוי",A2,מידרוג,19/01/17,6.31,שקל חדש,2.50,2.59,"3,247,786.00",99.85,"3,242.91",2.02,0.22,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דלק קבוצה אגח כב- קבוצת דלק בע""מ",1106046,TASE,אחר,1095,השקעות ואחזקות,A,מעלות,16/10/08,3.26,שקל חדש,4.50,0.02,"1,631,372.00",131.27,"2,141.50",0.44,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,לוינשט נכ אגח ב- לוינשטיין נכסים,1139716,TASE,אחר,1536,"נדל""ן ובינוי",A,מעלות,05/01/17,5.74,שקל חדש,2.30,2.33,"3,278,582.00",100.33,"3,289.40",2.61,0.23,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שלמה אחזקות אגח טז- ש. שלמה החזקות בע""מ לשעבר ניו קופל",1410281,TASE,אחר,141,שירותים,A,מעלות,04/11/15,3.05,שקל חדש,2.15,0.02,"14,809,657.53",101.09,"14,971.08",1.85,1.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"שלמה החזקות אגח יד- ש. שלמה החזקות בע""מ לשעבר ניו קופל",1410265,TASE,אחר,141,שירותים,A,מעלות,29/04/14,1.50,שקל חדש,3.75,1.13,"2,110,203.38",104.53,"2,205.80",0.41,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אדגר אגח ט- אדגר השקעות ופיתוח בע""מ",1820190,TASE,אחר,182,"נדל""ן ובינוי",A3,מידרוג,28/06/15,5.47,שקל חדש,4.65,2.95,"8,220,255.00",109.90,"9,034.06",1.15,0.62,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אפריקה נכסים אגח ה- אפריקה ישראל נכסים בע""מ",1122233,TASE,אחר,1172,"נדל""ן ובינוי",A3,מידרוג,12/05/11,1.07,שקל חדש,5.90,0.01,"5,922,088.09",111.16,"6,582.99",1.67,0.45,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מבני תעש אגח יט- מבני תעשיה בע""מ",2260487,TASE,אחר,226,"נדל""ן ובינוי",A-,מעלות,05/10/16,7.74,שקל חדש,2.60,2.30,"12,031,135.00",101.88,"12,257.32",2.84,0.84,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מבני תעשיה יח- מבני תעשיה בע""מ",2260479,TASE,אחר,226,"נדל""ן ובינוי",A-,מעלות,15/05/16,6.15,שקל חדש,2.85,0.02,"4,227,222.00",108.86,"4,601.75",0.62,0.31,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזן אגח א- בתי זקוק לנפט בע""מ",2590255,TASE,אחר,259,חיפושי נפט וגז,BBB+,מעלות,06/01/09,1.69,שקל חדש,4.80,0.02,"7,861,586.89",124.07,"9,753.87",1.10,0.67,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזן סדרה ז- בתי זקוק לנפט בע""מ",2590438,TASE,אחר,259,חיפושי נפט וגז,BBB+,מעלות,30/12/15,1.93,שקל חדש,5.69,0.01,"3,919,559.15",129.69,"5,083.28",1.23,0.35,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מישורים  סד 3- מישורים חברה לפיתוח בע""מ",1127513,TASE,אחר,1467,"נדל""ן ובינוי",BBB+,מעלות,08/01/13,1.77,שקל חדש,6.15,1.63,"408,463.07",110.30,450.53,0.83,0.03,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דיסקונט השקעות אגח ו- חברת השקעות דיסקונט בע""מ",6390207,TASE,אחר,639,השקעות ואחזקות,BBB,מעלות,26/01/09,4.22,שקל חדש,4.95,4.14,"29,015,837.00",124.59,"36,150.83",0.93,2.47,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"הכשרת ביטוח אגח 1- הכשרת הישוב חברה לביטוח בע""מ",1122092,TASE,אחר,1187,ביטוח,Baa2,מידרוג,15/07/12,1.67,שקל חדש,5.70,2.42,"1,700,130.00",111.80,"1,900.75",1.39,0.13,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,קרדן אן וי אגח ב- קרדן אן.וי.,1113034,TASE,אחר,1154,השקעות ואחזקות,B,מעלות,18/01/09,1.78,שקל חדש,5.87,0.41,"490,203.45",72.04,353.14,0.05,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אדרי-אל   אגח ב- אדרי-אל החזקות בע""מ",1123371,TASE,אחר,1466,"נדל""ן ובינוי",CCC,מעלות,29/11/11,0.27,שקל חדש,5.10,11.57,"163,526.07",103.22,168.79,0.17,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,פלאזה סנטרס אגח א- פלאזה סנטרס,1109495,TASE,אחר,1476,"נדל""ן ובינוי",CCC,מעלות,08/12/08,2.01,שקל חדש,6.00,20.47,"1,701,452.84",91.91,"1,563.81",0.94,0.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,פלאזה סנטרס אגח ב- פלאזה סנטרס,1109503,TASE,אחר,1476,"נדל""ן ובינוי",CCC,מעלות,14/07/08,2.43,שקל חדש,6.90,19.27,"1,287,385.80",88.71,"1,142.04",0.47,0.08,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אפריקה   אגח כו- אפריקה-ישראל להשקעות בע""מ",6110365,TASE,אחר,611,"נדל""ן ובינוי",Ca,מידרוג,16/05/10,2.89,שקל חדש,7.50,0.25,"1,049,690.82",71.00,745.28,0.08,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"אפריקה אגח כח- אפריקה-ישראל להשקעות בע""מ",6110480,TASE,אחר,611,"נדל""ן ובינוי",Ca,מידרוג,13/11/14,3.83,שקל חדש,5.70,0.25,"332,958.73",53.39,177.77,0.10,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ארזים אגח 4- ארזים השקעות בע""מ",1380104,TASE,אחר,138,"נדל""ן ובינוי",D,מעלות,22/04/09,1.61,שקל חדש,1.55,0.19,"129,552.47",99.75,129.23,0.08,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אלרן נדלן אגח ג,1124650,TASE,אחר,1377,"נדל""ן ובינוי",0,לא מדורג,18/06/15,0.01,שקל חדש,3.09,0.01,596.58,5.00,0.03,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,גמול השקעות אגח ב,1116755,TASE,אחר,1134,"נדל""ן ובינוי",0,לא מדורג,06/07/14,4.14,שקל חדש,4.50,16.66,"123,318.05",30.36,37.44,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דלק אנרגיה אגח ה- דלק מערכות אנרגיה בע""מ",5650114,TASE,אחר,565,חיפושי נפט וגז,0,לא מדורג,04/07/10,1.27,שקל חדש,5.15,0.67,"11,053,939.59",114.10,"12,612.55",2.91,0.86,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חלל תקשורת ח- חלל-תקשורת בע""מ",1131416,TASE,אחר,1132,תקשורת ומדיה,0,לא מדורג,23/02/17,2.77,שקל חדש,3.85,1.60,"2,550,215.00",106.30,"2,710.88",0.92,0.19,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חנן מור אגח ד- קבוצת חנן מור אחזקות בע""מ",1122449,TASE,אחר,1331,"נדל""ן ובינוי",0,לא מדורג,21/02/13,0.16,שקל חדש,5.45,5.34,"177,942.74",108.80,193.60,0.87,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"לוי אגח ו- א.לוי השקעות ובנין בע""מ",7190150,TASE,אחר,719,"נדל""ן ובינוי",0,לא מדורג,08/03/11,0.92,שקל חדש,7.95,0.03,"175,969.57",109.56,192.79,0.98,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ליברטי אג""ח ד'- ליברטי פרופרטיס בע""מ",1130475,TASE,אחר,1117,"נדל""ן ובינוי",0,לא מדורג,06/11/13,1.95,שקל חדש,5.85,2.68,"835,441.14",108.38,905.45,1.43,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מעין ונצורס אגח ב' להמרה- מעין ונצ'ורס בע""מ",1135185,TASE,אחר,1286,השקעות בהיי-טק,0,לא מדורג,05/04/15,5.00,שקל חדש,5.44,0.01,"20,004.52",8.00,1.60,0.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"נאוסיטי א- קבוצת נאוסיטי להשקעות ואחזקות בע""מ",1102375,TASE,אחר,1408,"נדל""ן ובינוי",0,לא מדורג,06/12/10,1.48,שקל חדש,6.75,4.62,"290,072.23",124.40,360.85,1.62,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סאמיט אגח ד- סאמיט אחזקות נדל""ן בע""מ",1092956,TASE,אחר,1060,"נדל""ן ובינוי",0,לא מדורג,10/07/08,1.13,שקל חדש,5.50,-0.21,"51,576.32",135.45,69.86,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סאני תקשורת אגח יא- סקיילקס קורפוריישן בע""מ",1134493,TASE,אחר,2009,מסחר,0,לא מדורג,02/03/15,4.72,שקל חדש,1.00,4.34,"615,457.58",89.00,547.76,0.30,0.04,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פולאר השק אגח ו- פולאר השקעות בע""מ",6980247,TASE,אחר,698,השקעות ואחזקות,0,לא מדורג,27/07/09,0.01,שקל חדש,6.75,0.01,"172,954.56",114.00,197.17,0.18,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"צור שמיר אגח ז- צור שמיר אחזקות בע""מ",7300114,TASE,אחר,730,השקעות ואחזקות,0,לא מדורג,11/08/11,0.74,שקל חדש,5.60,0.70,"1,277,829.23",110.13,"1,407.27",1.32,0.10,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"רשי אגח א- י.רשי בע""מ",1104355,TASE,אחר,1449,"נדל""ן ובינוי",0,לא מדורג,07/09/08,0.79,שקל חדש,2.06,0.01,"88,239.00",13.30,11.74,0.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"סה""כ לא צמודות",,,,,,,,,3.93,,,1.32,"422,711,876.08",,"442,883.99",,30.31,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מזרחי הנפקות 40- מזרחי טפחות חברה להנפקות בע""מ",2310167,TASE,אחר,231,בנקים,AAA,מעלות,29/03/17,7.23,שקל חדש,2.98,0.03,"3,335,751.00",104.31,"3,479.52",0.25,0.24,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"מזרחי הנפקות אגח 37- מזרחי טפחות חברה להנפקות בע""מ",2310134,TASE,אחר,231,בנקים,AAA,מעלות,01/06/14,3.02,שקל חדש,2.74,0.01,"18,960,572.00",106.91,"20,270.75",0.92,1.39,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פועלים הנפקות אגח  30- הפועלים הנפקות בע""מ",1940493,TASE,אחר,194,בנקים,AAA,מעלות,07/09/10,1.64,שקל חדש,2.95,0.01,"12,239,276.00",102.26,"12,515.88",1.95,0.86,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"פועלים הנפקות אגח 29- הפועלים הנפקות בע""מ",1940485,TASE,אחר,194,בנקים,AAA,מעלות,07/09/10,1.14,שקל חדש,5.90,0.01,"17,117,989.00",108.09,"18,502.83",1.06,1.27,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזק אגח 7- בזק החברה הישראלית לתקשורת בע""מ",2300150,TASE,אחר,230,תקשורת ומדיה,AA,מעלות,09/08/16,3.57,שקל חדש,4.92,0.01,"2,573,407.00",101.36,"2,608.41",0.35,0.18,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"בזק אגח 9- בזק החברה הישראלית לתקשורת בע""מ",2300176,TASE,אחר,230,תקשורת ומדיה,AA,מעלות,15/10/15,6.55,שקל חדש,3.65,0.03,"19,721,325.00",106.19,"20,942.08",1.79,1.43,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דיסקונט מנ הת ט- דיסקונט מנפיקים בע""מ",7480106,TASE,אחר,748,בנקים,AA,מעלות,17/12/09,0.42,שקל חדש,3.22,0.00,"258,587.00",100.97,261.10,0.03,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"דיסקונט מנפיקים הת ה- דיסקונט מנפיקים בע""מ",7480031,TASE,אחר,748,בנקים,AA,מעלות,04/02/08,1.42,שקל חדש,6.10,0.01,"310,303.00",107.79,334.48,0.10,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"חשמל אגח 28- חברת החשמל לישראל בע""מ",6000228,TASE,אחר,600,חיפושי נפט וגז,AA,מעלות,30/03/17,3.64,שקל חדש,4.50,1.63,"7,583,406.00",110.90,"8,410.00",2.79,0.58,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"כימיקלים לישראל סד ה- כימיקלים לישראל בע""מ",2810299,TASE,אחר,281,"כימיה, גומי ופלסטיק",AA,מעלות,07/04/16,5.17,שקל חדש,2.45,0.03,"29,463,055.00",99.57,"29,336.36",1.88,2.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
